Event Code,Description
50425,Friction FFW parameter is not On
50426,Out of interpolation objects
50427,Joint not synchronized after calibration
50429,CSS parameter damping obsolete
50430,Underrun in the axis computer
50431,Predicted Collision
50432,Identical Base Frames
50433,Position changed to inside working area
50434,Position changed to inside working area
50435,Inconsistent system parameter
50436,Robot configuration error
50437,Follower axis is connected to wrong
50438,Motor off sequence has timed out
50439,Soft servo activation failure
50440,Correction generator lost
50441,Low voltage on battery inputs
50442,Robot axis configuration error
50443,Lack of Internal Event Objects
50444,Manipulator supervision
50445,Sync on/off not allowed while External
50446,External Motion Interface ramp time
50447,Incorrect mechanical units for External
50448,Error in External Motion Interface input
50449,Mechanical unit close to joint bound
50450,External Motion Interface activation error
50451,External Motion Interface deactivation
50452,External Motion Interface cyclic error
50453,Move not allowed in External Motion
50454,External Motion Interface position
50455,External Motion Interface speed
50456,Close to singularity while External Motion
50457,External Motion Interface configuration
50458,Programmed speed too high
50459,External Motion Interface input out of
50460,External Motion Interface deactivation not
50461,Too many continuous log signals
50462,Cartesian speed too high
50463,Log server communication error
50464,A collision has occurred
50465,Tuning of robot stiffness parameters is
50466,Measurement Channel Conflict
50467,Brake Relay Conflict
50468,Cartesian speed limits changed
50469,I/O controlled axis configuration failed
50470,I/O controlled axis not ready for activation
50471,I/O controlled axis not ready
50472,Absolute accuracy data missing
50473,Ascii Log configuration failed
50474,Target in a singularity
50475,Target in a singularity
50476,AxisCal error
50477,Axis Calibration data missing
50478,Could not deactivate lead-through
50479,Cannot jog joints in independent mode
50480,I/O controlled axis RefSync failed
50481,I/O controlled axis not synchronized
50482,Search speed not reached
50483,Movement in wrong direction
50484,Stop-point too far away from circle
50486,Load supervision
50487,Motion configuration
50488,Using old target definition
50489,Trigg distance larger than movement
50490,Measurement error detected
50491,Dual-arm base frame error
50492,Error during jogging
50493,LockAxis4 not supported
50494,Revolution counters missing
50495,Axis Calibration error
50496,Conveyor Tracking position error at pick
50497,Maximum number of axes in drive module
50499,Exceeded maximum allowed path
50500,Functionality has Beta status
50501,Short movements
50502,Collision Avoidance load error
50503,Collision Avoidance inactive during
50504,Joint limit reached
50505,Spot Gun configuration warning
50506,Spot Gun missing tip error
50507,Movement detected when brakes are
50508,Conveyor board connection lost
50509,License error
50510,Lead through load mismatch
50511,Safety Controller violation prevented.
50512,Controller restarted
50513,Activation or deactivation not allowed
50514,No calibration tool found
50515,Too many attempts during calibration
50516,Speed too high during calibration
50517,Speed too low during calibration
50518,High speed detected after contact
50519,Incorrect contact force
50520,Incorrect contact force
50521,Calibration timed out
50522,Unexpected collision detected
50523,Calibration speed not reached
50530,Cannot activate Mechanical Unit
50531,SingArea\Wrist not supported
50532,Jog direction time-out
50533,Checksum error
50534,Robot memory data difference
50535,Motion data missing
50536,Transfer of data to robot memory failed
50537,All robot data missing
50538,Sensor data missing
50539,Absolute Accuracy version is not
50540,Low voltage on serial measurement board
50541,Motion configuration error
71001,Duplicate address
71003,I/O device undefined
71005,Invalid filter time
71006,Invalid filter time
71007,Logical values out of range
71008,Physical values out of range
71017,Cross connection without actor I/O signal
71019,Cross connection with undefined I/O
71020,Cross connection without resultant I/O
71021,Duplicate cross connection with same
71037,Closed chain in cross connection
71038,Cross connection max depth exceeded
71045,Invalid filter specification
71049,Analog I/O signal inverted
71050,Cross connection with non-digital actor
71052,Max number of cross connections
71054,Invalid signal type
71058,Lost communication with I/O device
71076,Communication error from rtp1
71077,Communication error from rtp1
71078,Communication error from rtp1
71080,Max number of device predefined types
71081,Max number of physical I/O signals
71082,Max number of user I/O signals exceeded
71083,Max number of symbols exceeded
71084,Max number of subscribed I/O signals
71085,Max number of I/O devices exceeded
71098,NFS server lost
71099,Trusted NFS server lost
71101,Network undefined
71114,Invalid IP address
71115,Invalid subnet mask
71116,Not allowed to deactivate I/O device
71122,Incorrect IP address
71123,No transmission protocol
71125,Mount permission denied
71126,Directory not exported
71128,Ethernet not installed
71129,Too many remote disks
71130,Too many remote servers
71131,Could not mount directory
71141,Default value for I/O signal out of range
71156,IPC queue full
71158,Address out of range
71163,I/O signal on internal I/O device
71164,Internal I/O signal in cross connection
71165,FTP server went down
71166,FTP server went down
71167,Wrong transmission protocol
71169,Ethernet not installed
71182,I/O signal undefined
71183,Cross connection with invalid operator
71185,Duplicate name
71193,Invalid physical I/O mapping
71196,Invalid encoding type
71201,Unknown network
71205,Could not mount directory
71241,Too many I/O devices on network
71261,Transport layer failure
71262,Industrial network communication failure
71263,CAN communication failure
71264,Conveyor tracking error
71273,I/O device configuration mismatch
71276,Communication established with I/O
71278,Mount permission denied
71288,Mount path is too large
71289,Memory partition is too big
71290,Could not add FTP device
71291,Invalid local path
71293,Invalid input size
71294,Invalid output size
71295,Invalid input size
71296,Invalid output size
71297,Invalid connection type
71298,Duplicated address
71299,No power on DeviceNet network
71300,DeviceNet network communication
71301,"Bus off, DeviceNet network"
71302,No DeviceNet option has been installed
71303,Invalid DeviceNet vendor id
71304,Invalid DeviceNet device type
71305,Invalid DeviceNet product code
71306,DeviceNet unknown error
71307,DeviceNet generic connection 1
71308,DeviceNet generic connection 2
71309,DeviceNet generic device identification
71310,DeviceNet I/O device connection error
71311,Unable to establish communication on
71312,DeviceNet I/O device explicit connection
71313,Device command order number not unique
71315,Max number of device commands
71317,I/O device reset
71320,Max number of I/O access levels exceeded
71321,Invalid I/O access level
71323,Invalid bit values
71324,Physical limitation values out of range
71325,Invalid network configuration
71326,Invalid device predefined type
71328,Invalid name
71329,Invalid network connection
71331,Invalid network
71332,Invalid recovery time
71333,Invalid DeviceNet baud rate
71336,Device command without path
71338,Invalid device command service identifier
71339,Device command without reference to I/O
71340,Device command with reference to
71344,Device map undefined
71346,Device map out of range
71347,Device map with overlapping segments
71348,Device map with unexpected character
71349,Invalid signal size
71350,Invalid network
71351,Invalid connection 1 type
71352,Invalid connection 2 type
71354,I/O device without reference to network
71355,Invalid Device Trust Level
71356,Bus type mismatch
71357,Duplicated I/O devices on network Local
71361,Cross connection with non-digital
71362,I/O signal mapped outside the I/O device
71363,Internal slave configuration invalid
71364,User I/O queue overload
71365,Safety I/O queue overload
71366,Cross connection I/O queue overload
71367,No communication with I/O device
71379,Unknown communication physical
71380,Communication connector driver is
71381,Communication connector is already in
71382,DeviceNet watchdog time has expired
71383,User defined I/O devices can't be
71385,Request message resource exhausted
71390,The DeviceNet network has recovered
71391,System Signal configuration
71392,Invalid output size
71393,Error when allocating generic size
71394,Invalid physical communication channel
71395,No transport protocol
71396,No transmission protocol
71397,No application protocol
71398,Communication error from bosv24
71399,Communication error from bosv24
71400,Communication error from bosv24
71401,No option exists for the
71402,Duplicate address on the
71403,The interval time is invalid
71404,Invalid input/output size
71405,Duplicate device mapping
71406,Communication established on DeviceNet
71407,Route interface not found
71408,Route port number out of range
71409,Not able to add a port to
71410,CIP route option not installed
71411,Out of route resources
71412,The DeviceNet network has regained the
71414,Concurrent changes of signal value
71428,DeviceNet I/O device configured
71443,Too many PROFINET internal devices
71446,PROFINET configuration mismatch
71449,Too many Anybus adapters configured
71450,EtherNet/IP Scanner/Adapter option not
71452,Too many EtherNet/IP networks are
71453,Wrong identity for EtherNet/IP adapter
71454,The
71455,EtherNet/IP connection type unknown
71457,The EtherNet/IP gateway address is invalid
71458,Could not change the default gateway
71459,Illegal address for EtherNet/IP
71460,Not able to connect to EtherNet/IP adapter
71461,Duplicated address on the EtherNet/IP
71462,Illegal subnet mask for EtherNet/IP
71463,Illegal address for EtherNet/IP network
71464,Could not add a new gateway for
71469,Max number of internal I/O signals
71473,DeviceNet network scan result
71476,DeviceNet firmware file not found
71477,Invalid connection size for EtherNet/IP
71478,Invalid input or output assembly for
71479,Invalid configuration assembly for
71480,Adapter occupied by another scanner
71481,PROFINET configuration file error
71482,PROFINET network configuration changed
71483,PROFINET identification request received
71485,Illegal subnet mask
71486,Illegal address for
71487,Illegal IP address for
71488,Illegal gateway address for
71489,PROFINET internal device configuration
71490,PROFINET I/O device configuration
71491,PROFINET I/O device configuration
71492,PROFINET diagnostic data reported
71493,PROFINET I/O device auto configured
71494,PROFINET option license is missing
71495,PROFINET controller option license is
71498,PROFINET network configuration changed
71499,I/O signals in cross connection has
71500,EtherNet/IP connection failure
71501,PROFINET configuration file incompatible
71502,PROFINET configuration mismatch
71503,PROFINET station name error
71504,File size exceeds max file size
71505,Device command syntax error
71506,Device command syntax error
71507,Device command syntax error
71508,Device command syntax error
71509,Device command syntax error
71510,Device command syntax error
71511,Device command syntax error
71512,Invalid service identifier in device
71513,Device command response timeout
71514,Device command connection error
71515,Device command send error
71516,An EtherNet/IP adapter does not support
71517,An attribute is changed for an EtherNet/IP
71519,Too many PROFINET Networks are
71520,Input data invalid
71521,Output data not processed
71522,Ethernet port occupied by another client
71524,PROFINET I/O device unknown alarm
71525,PROFINET I/O device diagnostics
71526,PROFINET I/O device unknown alarm
71527,EtherNet/IP adapter state conflict
71528,EtherNet/IP general failure
71529,The destination address is missing
71530,The subnet mask is missing
71531,Faulty destination address
71532,The gateway address is missing
71533,Invalid configuration size for EtherNet/IP
71534,Invalid output size for EtherNet/IP adapter
71535,Invalid input size for EtherNet/IP adapter
71536,Device command syntax error
71537,Invalid configuration data for EtherNet/IP
71538,The EtherNet/IP network address must
71539,Invalid Signal Safe Level
71541,"Network auto configuration, scan,"
71542,"Network auto configuration, scan, not"
71543,"Network auto configuration, scan EDS file,"
71544,"Network auto configuration, scan EDS file,"
71545,"Network auto configuration, device,"
71546,"Network auto configuration, device, not"
71547,"Network auto configuration, device and"
71548,"Network auto configuration, device and"
71549,Overlapping I/O signals with different
71550,Overlapping I/O signals with differing
71551,Network auto configuration not supported
71552,Max number of device trust levels
71553,Max number of device transfer data
71554,Max number of signal safe levels
71555,Invalid configuration of
71556,Signal cannot be transferred
71557,Signal transfer was defined but no internal
71558,Transfer signals overlap
71559,Transfer signal and cross-connection
71560,Transfer signal and SYSOUT_SIG overlaps
71561,Signal transfer has bitswapped devicemap
71562,Signal transfer has a split devicemap
71563,Signal on internal device with signal
71564,Signal on internal device with signal
71565,Signal on internal device overlaps with
71566,Signal has both transfer signal attributes
71567,Signal transfer without offset
71568,Signal transfer to/from undefined device
71569,Signal has offset but no transfer attribute
71570,Signal has transfer defined with wrong
71571,Transfer signal I/O queue overload
71572,I/O device has entered error state
71573,PROFINET configuration mismatch
71574,PROFINET module has diagnostic data
71575,PROFINET configuration mismatch
71576,Submodule could not be taken over
71577,Submodule has qualified information
71578,Submodule requires maintenance
71579,Submodule demands maintenance
71580,Submodule has diagnostic data available
71581,Submodule is blocked by device
71582,Access from Robot Controller to
71583,Submodule is locked by another IO
71584,Submodule is locked by another IO
71585,PROFINET submodule is of wrong type
71586,PROFINET submodule is missing
71587,Device command syntax error
71588,Device command syntax error
71589,Fiber optics error
71590,Duplicate device name on network
71591,Input signal update rate too high
71592,Transfer to/from an invalid internal slot.
71593,Firmware upgraded
71594,Firmware upgrade failed
71595,Firmware upgrade available
71596,No SFTP fingerprint configured
71597,Invalid SFTP fingerprint configured
71598,Could not mount device
71599,Mount permission denied
71600,Authentication not supported by remote
71601,Unable to identify remote server
71602,NFS version not supported
71603,NFS could not connect to server
71604,No station name assigned to PROFINET
71605,No IP-address set for PROFINET
71606,Configuration for device is invalid
71607,Ethernet not installed
71608,Mount path is too large
71609,SFTP server went down
71610,SFTP server went down
71611,FTP could not list directory
71613,PROFINET network DCP accepted
71614,Lost communication with PLC master
71615,Restored communication with PLC master
71616,CC-Link IE FB Master/Device option not
71617,CC-Link device has unsupported group
71618,Duplicate address on CC-Link device.
71619,No IP-address set for CC-Link device
71620,No interface for destination found
71621,No interface for destination found
71622,Conflicting interface for CC-Link master
71623,Password could not be decrypted
71624,PROFINET interface port is invalid
71650,Device Transfer Data loop detected
71651,Device Transfer Data long chain
71652,Invalid Device Transfer Data source area
71653,Device Transfer Data invalid network
71654,Max number of Device Transfer Data
71655,Device Transfer Data name already exists
71656,Device Transfer Data destination area
72010,PROFINET process alarm reported
72011,PROFINET pull alarm data reported
72012,PROFINET plug alarm data reported
72013,PROFINET status alarm data reported
72014,PROFINET update alarm data reported
72015,PROFINET redundancy alarm data
72016,PROFINET supervisor alarm data reported
72017,PROFINET released alarm data reported
72018,PROFINET wrong plug submodule alarm
72019,PROFINET return of submodule data
72020,PROFINET diagnosis disappears alarm
72021,PROFINET diagnosis appears alarm data
72022,PROFINET MC communication mismatch
72023,PROFINET port data changed notification
72024,PROFINET sync data changed alarm data
72025,PROFINET isochronous mode problem
72026,PROFINET alarm unit reported unknown
72050,Error reported by a CC-Link device
72051,CC-Link error indication
72052,Duplicated CC-Link master detected on
72053,Wrong number of occupied stations
72054,Duplicated CC-Link devices detected on
72055,Duplicated CC-Link master detected on
72056,Disconnect notification from a CC-Link
90500,Safety Controller Internal Failure
90501,Safety Controller Reference Data Error
90502,Safety Controller SMB Communication
90503,Safety Controller Illegal Position Value
90504,Safety Controller not synchronized
90505,Safety Controller Synchronization rejected
90506,Safety Controller Wrong Sync Position
90507,Safety Controller Synchronized
90508,Safety Controller Tool Change Incorrect
90509,Safety Controller Brake Ramp supervision
90511,Safety Controller Servo-Lag Limit
90512,SC Contact Application Tolerance servo
90513,Tool Position supervision violation
90514,Safety Controller Standstill violation
90515,Safety Controller Tool Speed violation
90516,Safety Controller Reduced Speed violation
90517,Safety Controller Unsynchronized speed
90518,Safety Controller Emergency Stop
90519,Safety Controller Input/Output Mismatch
90520,Safety Controller Result Mismatch
90521,Safety Controller Brake Test violation
90523,Safety Controller Protective Stop triggered
90524,Safety Controller configuration error
90525,Operation in current mode not allowed by
90526,Safety Controller Automatic Mode Warning
90527,Safety Controller difference in revolution
90528,Safety Controller Tool Orientation violation
90529,Safety Controller axis Position violation
90530,Safety Controller Axis Speed violation
90531,Cyclic Brake Check needs to be done
90532,Max allowed speed during Cyclic Brake
90533,Cyclic Brake Check will be required soon
90534,Cyclic Brake Check interrupted or
90535,"Tool Position supervision violation, arm"
90537,Missing Sync-request
90538,Safety Enable input not set
90539,Drive module without safety supervision
90540,Only manual mode allowed
90542,Unknown axis in safety configuration
90543,Cyclic Brake Check needs to be done
90544,Safety Controller Tool Force Supervision
90545,Safety Controller Tool Force violation
90546,Safety Controller Joint Torque violation
90547,Drive System Communication Failure
90548,Overspeed During Teach Mode
90549,Torque sensor check failure
90550,Position sensor check failure
90551,Drive system lock information error
90552,Safe payload undefined
90553,Safe payload selection error
90554,Safe payload selection not allowed
90555,Safe payload identification movement
90556,Safe payload changed
90557,One or more brakes were released
90558,Brake release request await activation
90559,Out of sequence brake release requested
90600,Invalid SiosCfg tag
90601,Version attribute not found
90602,Specified version is not supported
90603,Unsupported XML tag in safety
90604,Tag/Attribute is empty or contains invalid
90605,Net name attribute is missing
90606,Invalid net name
90607,Net already exists
90608,Could not create network instance
90609,Device attribute is missing
90610,Device already exists
90611,Device create failed
90612,Device attribute insize is invalid
90613,Device attribute outsize is invalid
90614,Could not attach device to net
90615,Could not attach device to net
90616,Could not find device
90617,Device attribute is missing
90618,Device attribute is invalid
90619,Device attribute is invalid
90620,Could not create device module
90621,Signal width invalid in device mapping
90622,Signal offset invalid in device mapping
90623,Signal direction invalid in device mapping
90624,Could not find signal
90625,Could not find device
90626,Signal name is missing
90627,Signal attribute is missing
90628,Signal type is unknown
90629,Signal attribute invalid in this context
90630,Signal default value empty or out of range
90631,Signal type is invalid
90632,Could not set signal value
90633,Signal create failed
90634,Signal configuration conflict
90635,Signal input already assigned
90636,Signal value has already been set
90637,Signal mapped outside of device I/O area
90638,Signal overlaps other signal
90639,Signal type does not match value type
90640,FuncIO name is missing
90641,FuncIO attribute is missing
90642,Error parsing the safety configuration file
90643,FuncIO signal not found
90644,FuncIOMapping already exists
90646,FuncIOMapping attribute missing
90648,FuncIOMapping signal does not exist
90649,FuncIOMapping failed
90650,Unexpected bitwidth mismatch
90651,Unexpected data size during import
90652,Unexpected data size during export
90653,The version of the sc_cfg file is not
90655,Invalid value of the encoding attribute
90656,Device Assembly attribute is missing
90657,Device Assembly attribute is invalid
90658,IO configuration mismatch
90659,Invalid signal direction for commissioning
90660,FuncIO information missing
90661,FuncIO signal could not be set
90662,FuncIO signal not found
90663,Unstable Operating Mode selector input
90664,FuncIOMappings dependency failed
90665,New safety configuration accepted
90666,Safety Controller configuration version
90667,MC option does not match SC
90668,Emergency Stop Status input could not
90669,Drive Enable Feedback is open
90670,Detachable TPU is allowed
90671,The TPU has been detached
90672,The TPU has been reattached
90673,Request to detach the TPU was ignored
90674,Detaching a TPU is not allowed because
90681,CL version attribute is missing
90682,CL version is invalid
90683,Invalid safety configuration item
90684,Safety configuration item/Attribute is
90685,More than one configuration item found
90686,Safety configuration item missing
90687,Safety configuration item attribute missing
90688,Too many configuration items specified
90689,Too few configuration items specified
90690,CL operator or operation already exists
90691,Actuator/resultant name already used
90692,The specified signal does not exist
90693,Unknown signal type
90694,Signal types differ
90695,Operator name is unknown
90696,Actuator/Resultant numbers differ
90697,Operation actuator/resultant not found
90698,Operator type is unknown
90699,Configured operator signal type is not
90700,
90701,
90702,
90703,
90704,
90705,
90707,
90720,Device already configured
90721,Module already configured
90722,Device slot and subslot has already been
90723,F-Destination address already configured
90724,Module F-Source address already used
90725,Module F-Destination address already
90760,Safety data is missing from drive system.
90770,CIP Safety IP Address mismatch
90771,CIP Safety Electronic key mismatch
90772,CIP Safety memory reset
90773,CIP Safety forward open fail
90774,CIP Safety forward close fail
90775,Selected RPI below recommended value
90776,Configuration Signature Mismatch
90777,CIP Safety Configuration Mismatch - Size
90778,CIP Safety Configuration Mismatch - Name
90779,CIP Safety Ownership Conflict
90780,Two-channel fault in Safety Controller
90781,Safe Local I/O GPIO input is unstable
90790,
90791,
90792,
90793,
90794,
90795,
90796,
90797,
90798,PROFISafe host has received an Operator
90800,Bad XML syntax in
90801,CRC error in
90802,Lock Information Error
90803,Unsupported hardware identifier in
90804,Communication lost with Safety Controller
90805,Start of Safety Controller failed
90806,Safety Configuration Locked
90807,Safety Configuration Unlocked
90808,Unsupported Robot Type
90809,Safety Controller set to default
90810,Safety Controller hardware diagnostics
90811,CPU register self-test failed
90812,GPIO register self-test failed
90813,GPIO start-up circuit test failed
90814,GPIO cyclic circuit test failed
90815,Mode Selector input test failed
90816,Invalid Mode Selector input
90817,Invalid state of the Mode Selector
90818,Temperature test failed
90819,Voltage test failed
90820,Motor contactor test failed
90821,Motor contactor test failed
90822,Diagnostic has been disabled
90823,Clock test failed
90824,GPIO cyclic short circuit test failed
90830,Safety Controller persistent storage data
90831,Safety Controller persistent data lost
90832,File
90833,Safety configuration version not
90834,Safety configuration attribute missing or
90835,Safety Controller performance warning
90836,Safety Controller has entered safe state
90837,Safety Controller timed out waiting for
90851,Safety Configuration Error
90852,Empty Safety Configuration
90853,System failure during startup
90854,Motor contactor status conflict
90855,Missing required UAS grant
90856,Acknowledge timeout
90857,Change of Operating Mode is not allowed
90858,Missing option for Remote Operating
90859,Operation only allowed in Manual mode
90860,Operation only allowed in Motors Off
90861,Safety configuration is Locked
90862,Safety Mode not allowed
90863,Emergency Stop open
90864,Protective Stop open
90865,Enabling device active in Auto mode
90866,Not allowed Command
90867,Safety Controller not ready
90868,Testrack with disabled SC
90869,Protected elements group was modified
90870,Element is protected and cannot be
90871,Unresolved signal reference in complex
90872,Safety configuration violates the validation
90873,Safety configuration violates the validation
90874,Safety configuration violates the validation
90875,Safety configuration violates validation
90876,Installation of safety configuration failed
90890,Start of Safety Controller failed
90900,CIP Safety connection parameters
91000,Drive unit STO/SBC error
91001,Resolver speed error
91002,Resolver acceleration over limit
91003,Resolver signal level is too high
91004,Resolver signal level is too low
91005,Resolver revolution counter mismatch
91006,Axis lost measurement
91007,Invalid axis configuration parameter
91010,Brake control test failed
91011,DC cut off test failed
91013,Inconsistent brake control output and
91014,Inconsistent DC cut-off output and
91020,FSoE configuration data updated
91021,Axis configuration data updated
91022,FSoE configuration data invalid
91023,Axis configuration data invalid
91024,Error when storing configuration data
91025,Incorrect drive safety software version
91030,
91031,
91032,Drive controller board temperature
91033,Drive controller board temperature
91034,Drive controller board temperature too
91035,Drive controller board temperature too
91036,Drive controller board temperature reading
91037,Drive controller board temperatures differ
91038,Internal self-test completed
91039,Drive controller board temperatures differ
112700,Integrated Vision not installed
112701,Communication failure with camera
112702,Camera job is not valid
120001,Out of memory
120002,Instance cannot be replaced
120003,Wrong cfg domain version
120004,Too long line
120005,Attribute value out of allowed range
120006,Duplicate instance
120007,Unknown input
120008,Mandatory attribute is missing
120009,Missing instance name
120010,Attribute value out of allowed range
120011,Illegal version string
120012,Illegal domain name
120013,Illegal type name
120014,Configuration file error
120015,Invalid parameter
120016,Invalid parameter value
120017,Invalid Rapid Identifier
120018,Unknown attribute
120019,Unknown type
120020,Debug service reset
120021,Unexpected debug service change
150330,RAPID error in module
170001,Connected Services Agent started
170002,Connected Services registered
170003,Connected to ABB Connected Services
170004,Connected Services reset by server
170005,Connected Services Agent reset mode
170006,Connected Services reset by user
170007,
170008,Command received by Connected
170009,
170010,
170011,
170012,Connected Services Agent is disabled
170013,Customer storage connector has
170014,ABB Connected Services pending
170015,ABB Connected Services registered
170016,Connected to ABB Connected Services
170017,Disconnected from ABB Connected
170020,Connected Services route configuration
170021,Connected Services name resolution
170023,Connected Services client certificate
170024,IP not valid for the connection type
170025,External firewall required for Public
170026,Connected Services gateway not plugged
170027,Connected Services gateway retry to
170028,Connected Services unregistered from
170029,Connected Services internal error
170030,Connected Services authentication error
170032,Connected Services no server
170033,Connected Services module start failed
170034,Connected Services registration error
170035,Connected Services start failed
170036,Connected Services authentication error
170037,Connected Services certificate renewal
170041,Customer storage connector failed to
170042,Unable to load Data Profile
170043,Internal error in Connected Services
170044,Unable to send data over customer
170045,Device Registered with ABB Connected
170046,Device Registration failed with ABB
170048,
170049,Enable ConnectedServices on Private
170050,Controller Configuration Changed
170051,Data collection is disabled
170052,ABB Connected Services command
170053,ABB Connected Services command
170054,ABB Connected Services error in
170055,Connected Services blocked: Incorrect
